species_slug,dexnum_int,entry_order,flavor_text_en
toucannon,733,1,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits."
toucannon,733,2,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders."
toucannon,733,3,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.
toucannon,733,4,"Known for forming harmonious couples, this Pokémon is brought to wedding ceremonies as a good luck charm."
yungoos,734,1,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region."
yungoos,734,2,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot."
yungoos,734,3,"Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter."
yungoos,734,4,"Although it will eat anything, it prefers fresh living things, so it marches down streets in search of prey."
gumshoos,735,1,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall."
gumshoos,735,2,"It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience."
gumshoos,735,3,"Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak."
gumshoos,735,4,"Patient by nature, this Pokémon loses control of itself and pounces when it spots its favorite meal—Rattata!"
grubbin,736,1,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.
grubbin,736,2,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.
grubbin,736,3,"If you find its nest, you shouldn’t stick your hand inside. You’ll get bitten by an irritated Grubbin."
grubbin,736,4,"It spits a sticky thread to stop opponents in their tracks, and then it grabs them in its sharp, sturdy mandibles to take them down."
grubbin,736,5,"Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches."
grubbin,736,6,"It uses its big jaws to dig nests into the forest floor, and it loves to feed on sweet tree sap."
charjabug,737,1,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around."
charjabug,737,2,"From the food it digests, it generates electricity, and it stores this energy in its electric sac."
charjabug,737,3,"It buries itself in fallen leaves and barely moves, munching away on humus. If you accidentally step on one, you’ll get a shock!"
charjabug,737,4,Its stout shell provides excellent defense from attacks. It uses electricity on persistent opponents.
charjabug,737,5,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws."
charjabug,737,6,Its digestive processes convert the leaves it eats into electricity. An electric sac in its belly stores the electricity for later use.
vikavolt,738,1,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies."
vikavolt,738,2,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.
vikavolt,738,3,It has an organ that generates electricity in its abdomen. It concentrates energy in its strong jaws and fires off powerful jolts of electricity.
vikavolt,738,4,Vikavolt flusters opponents with acrobatic flying maneuvers. This creates an opening for it to deliver an electric beam attack.
vikavolt,738,5,"It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams."
vikavolt,738,6,"If it carries a Charjabug to use as a spare battery, a flying Vikavolt can rapidly fire high-powered beams of electricity."
crabrawler,739,1,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
crabrawler,739,2,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious."
crabrawler,739,3,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.
crabrawler,739,4,Crabrawler has been known to mistake Exeggutor for a coconut tree and climb it. The enraged Exeggutor shakes it off and stomps it.
crabominable,740,1,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur."
crabominable,740,2,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets."
crabominable,740,3,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!
crabominable,740,4,"Before it stops to think, it just starts pummeling. There are records of its turning back avalanches with a flurry of punches."
oricorio,741,1,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames."
oricorio,741,2,This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.
oricorio,741,3,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.
oricorio,741,4,"This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry."
cutiefly,742,1,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom."
cutiefly,742,2,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.
cutiefly,742,3,"Nectar and pollen are its favorite fare. In fields of flowers, it gets into skirmishes with Butterfree over food."
cutiefly,742,4,Cutiefly can pick up the auras of living things. It skillfully reads those auras to predict its foes’ movements and make fools of them.
cutiefly,742,5,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen."
cutiefly,742,6,An opponent’s aura can tell Cutiefly what that opponent’s next move will be. Then Cutiefly can glide around the attack and strike back.
ribombee,743,1,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle."
ribombee,743,2,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.
ribombee,743,3,"Rain makes pollen damp, so Ribombee hates rain. When it sees ominous clouds, it finds a hollow in a tree, where it waits stock-still."
ribombee,743,4,It can predict the weather from moisture levels and wind direction. Ribombee only reveals itself when there are a few clear days in a row.
ribombee,743,5,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.
ribombee,743,6,"Ribombee absolutely hate getting wet or rained on. In the cloudy Galar region, they are very seldom seen."
rockruff,744,1,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up."
rockruff,744,2,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.
rockruff,744,3,"As they develop, their disposition grows more violent and aggressive. Many Trainers find them too much to handle and abandon them."
rockruff,744,4,"When it rubs the rocks on its neck against you, that’s proof of its love for you. However, the rocks are sharp, so the gesture is quite painful!"
rockruff,744,5,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging."
rockruff,744,6,"This Pokémon intimidates opponents by striking the ground with the rocks on its neck. The moment an opponent flinches, Rockruff attacks."
lycanroc,745,1,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons."
lycanroc,745,2,"When properly raised from a young age, it will become a trustworthy partner that will absolutely never betray its Trainer."
lycanroc,745,3,The sharp rocks in its mane can cut like knives. Lycanroc wears its prey down by degrees before finishing them off.
lycanroc,745,4,The rocks in its mane are sharper than a knife. Fragments that break off are treasured as good luck charms.
lycanroc,745,5,This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.
lycanroc,745,6,"With swift movements, this Pokémon gradually backs its prey into a corner. Lycanroc’s fangs are always aimed toward opponents’ weak spots."
wishiwashi,746,1,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies."
wishiwashi,746,2,"It’s awfully weak and notably tasty, so everyone is always out to get it. As it happens, anyone trying to bully it receives a painful lesson."
wishiwashi,746,3,"They’re weak, so they move in schools. However, they can also often be seen all alone, having strayed from the school."
wishiwashi,746,4,"When it’s in a jam, its shining eyes attract others of its kind. The light from its eyes is visible almost 25 miles away."
wishiwashi,746,5,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents."
wishiwashi,746,6,"When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather."
mareanie,747,1,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles."
mareanie,747,2,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.
mareanie,747,3,"They eat Corsola branches, so Mareanie are hated by craftsmen who work with Corsola branches that have naturally fallen off."
mareanie,747,4,"Aside from its head, its body parts regenerate quickly if they’re cut off. After a good night’s sleep, Mareanie is back to normal."
mareanie,747,5,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.
mareanie,747,6,"Unlike their Alolan counterparts, the Mareanie of the Galar region have not yet figured out that the branches of Corsola are delicious."
toxapex,748,1,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.
toxapex,748,2,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects."
toxapex,748,3,"To attack, this Pokémon sends toxic spikes flying at its enemies. Ones that come close get mown down by the claws on its feet."
toxapex,748,4,"With its 12 legs, it creates a dome to shelter within. The flow of the tides doesn’t affect Toxapex in there, so it’s very comfortable."
toxapex,748,5,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat."
toxapex,748,6,Within the poison sac in its body is a poison so toxic that Pokémon as large as Wailord will still be suffering three days after it first takes effect.
mudbray,749,1,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.
mudbray,749,2,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine."
mudbray,749,3,"It loves playing in the mud. If it isn’t showered with mud on a daily basis, it gets stressed out and stops listening to its Trainer."
mudbray,749,4,"Possessing mighty power, Mudbray can be loaded with 50 times its own body weight and will be totally fine."
mudbray,749,5,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.
mudbray,749,6,"It eats dirt to create mud and smears this mud all over its feet, giving them the grip needed to walk on rough terrain without slipping."
mudsdale,750,1,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it."
mudsdale,750,2,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat."
mudsdale,750,3,It remains calm and unmoving no matter the situation. It mixes dirt with the saliva in its mouth to make a special kind of mud.
mudsdale,750,4,"It can trudge mountain roads without rest for three days and three nights, all the while dragging a 10-ton load."
mudsdale,750,5,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.
mudsdale,750,6,Mudsdale has so much stamina that it could carry over 10 tons across the Galar region without rest or sleep.
dewpider,751,1,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.
dewpider,751,2,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them."
dewpider,751,3,"When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way."
dewpider,751,4,"It can only breathe oxygen that has dissolved in water, so it wears a water bubble on its head when it walks around on land."
dewpider,751,5,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.
dewpider,751,6,"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head."
araquanid,752,1,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown."
araquanid,752,2,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble."
araquanid,752,3,"It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head."
araquanid,752,4,"It has a habit of storing things it values in its water bubble. If its Trainer doesn’t watch out, Araquanid will try to put them in its bubble!"
araquanid,752,5,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal."
araquanid,752,6,"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food."
fomantis,753,1,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep."
fomantis,753,2,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.
fomantis,753,3,"When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma."
fomantis,753,4,"It loves the sunshine. When it basks in the sunlight regularly, it grows up with vivid coloration."
fomantis,753,5,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it."
fomantis,753,6,"During the day, Fomantis basks in sunlight and sleeps peacefully. It wakes and moves around at night."
lurantis,754,1,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby."
lurantis,754,2,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.
lurantis,754,3,"For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals."
lurantis,754,4,"As it slashes into its enemies, it looks like it’s dancing. Its elegant appearance has led some to call it the most glamorous Grass Pokémon."
lurantis,754,5,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors."
lurantis,754,6,"The petals on this Pokémon’s arms are thin and super sharp, and they can fire laser beams if Lurantis gathers light first."
morelull,755,1,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.
morelull,755,2,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree."
morelull,755,3,"It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular."
morelull,755,4,"It likes damp dark places. When night falls, the spores filling the caps of its mushrooms glow."
morelull,755,5,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.
morelull,755,6,Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep.
shiinotic,756,1,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.
shiinotic,756,2,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy."
shiinotic,756,3,"It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality."
shiinotic,756,4,"When it starts fighting for territory with Parasect, the entire area gets completely coated in spores!"
shiinotic,756,5,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips."
shiinotic,756,6,"If you see a light deep in a forest at night, don’t go near. Shiinotic will make you fall fast asleep."
salandit,757,1,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them."
salandit,757,2,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them."
salandit,757,3,"The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve."
salandit,757,4,"It weakens opponents and sends them reeling with its poisonous gas. Salandit doesn’t deal well with Spinda, since it’s always reeling."
salandit,757,5,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.
salandit,757,6,This sneaky Pokémon will slink behind its prey and immobilize it with poisonous gas before the prey even realizes Salandit is there.
salazzle,758,1,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with."
salazzle,758,2,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes."
salazzle,758,3,Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it.
salazzle,758,4,It punishes Salandit that couldn’t bring it food with a fierce slap of its flame-spewing palm.
salazzle,758,5,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.
salazzle,758,6,The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.
stufful,759,1,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling."
stufful,759,2,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.
stufful,759,3,It boasts power enough to split large trees in half. The organ on its rear releases an odor that it uses to communicate with others of its kind.
stufful,759,4,"Stufful hates to be hugged or touched in any way. It will squirm, thrash, and resist with amazing power."
stufful,759,5,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation."
stufful,759,6,"The way it protects itself by flailing its arms may be an adorable sight, but stay well away. This is flailing that can snap thick tree trunks."
bewear,760,1,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.
bewear,760,2,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.
bewear,760,3,It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn’t run away as fast as possible.
bewear,760,4,It boasts tremendous physical strength. Many people call it the most dangerous Pokémon in the Alola region.
bewear,760,5,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones."
bewear,760,6,The moves it uses to take down its prey would make a martial artist jealous. It tucks subdued prey under its arms to carry them to its nest.
bounsweet,761,1,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.
bounsweet,761,2,"Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness."
bounsweet,761,3,"Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care."
bounsweet,761,4,It tries to resist being swallowed by a bird Pokémon by spinning the sepals on its head. It’s usually a fruitless attempt.
bounsweet,761,5,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon."
bounsweet,761,6,"When under attack, it secretes a sweet and delicious sweat. The scent only calls more enemies to it."
steenee,762,1,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine."
steenee,762,2,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.
steenee,762,3,"It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care."
steenee,762,4,"It bounces around, swinging the sepals on its head with abandon. They’re quite painful when they smack you!"
steenee,762,5,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness."
steenee,762,6,Any Corvisquire that pecks at this Pokémon will be greeted with a smack from its sepals followed by a sharp kick.
tsareena,763,1,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously."
tsareena,763,2,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons."
tsareena,763,3,"A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow."
tsareena,763,4,"A Pokémon with an aggressive personality and a mastery of kicking, it cackles every time it kicks an opponent."
tsareena,763,5,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents."
tsareena,763,6,A kick from the hardened tips of this Pokémon’s legs leaves a wound in the opponent’s body and soul that will never heal.
comfey,764,1,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent."
comfey,764,2,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people."
comfey,764,3,"It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy."
comfey,764,4,It picks flowers and sticks them to its body with fluids it produces. The aroma that wafts from its petals has a healing effect.
comfey,764,5,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey."
comfey,764,6,"These Pokémon smell very nice. All Comfey wear different flowers, so each of these Pokémon has its own individual scent."
oranguru,765,1,"Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers."
oranguru,765,2,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking."
oranguru,765,3,It normally spends its time meditating in the treetops. It throws Poké Balls and gives other Pokémon orders as it pleases.
oranguru,765,4,"Oranguru don’t get along with each other, so they’re always engaging in battles of wits to decide which one is superior."
oranguru,765,5,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.
oranguru,765,6,"It knows the forest inside and out. If it comes across a wounded Pokémon, Oranguru will gather medicinal herbs to treat it."
passimian,766,1,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.
passimian,766,2,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation."
passimian,766,3,They use their saliva to stick leaves to their shoulders. You can tell what troop they belong to from the position of the leaves.
passimian,766,4,Berries are its weapons as well as the staple of its diet. The one that can throw a berry the farthest is the boss of the troop.
passimian,766,5,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries."
passimian,766,6,"Passimian live in groups of about 20, with each member performing an assigned role. Through cooperation, the group survives."
wimpod,767,1,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake."
wimpod,767,2,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten."
wimpod,767,3,"It will pick up anything it finds on the ground. Sometimes it finds coins, so Murkrow and Meowth will go after it."
wimpod,767,4,"An astonishingly cowardly Pokémon, Wimpod will whir its legs at high speeds to run away if anything comes near it."
wimpod,767,5,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean."
wimpod,767,6,"Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence."
golisopod,768,1,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two."
golisopod,768,2,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea."
golisopod,768,3,The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win.
golisopod,768,4,"Its claws, which it can extend and retract at will, are its greatest weapons. Golisopod is sometimes accompanied by Wimpod."
golisopod,768,5,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs."
golisopod,768,6,"They live in sunken ships or in holes in the seabed. When Golisopod and Grapploct battle, the loser becomes the winner’s meal."
sandygast,769,1,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed."
sandygast,769,2,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.
sandygast,769,3,"It likes the shovel on its head, so Sandygast will get serious and fight any children who come to take it back."
sandygast,769,4,"If you build sand mounds when you’re playing, destroy them before you go home, or they may get possessed and become Sandygast."
sandygast,769,5,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.
sandygast,769,6,"Sandygast mainly inhabits beaches. It takes control of anyone who puts their hand into its mouth, forcing them to make its body bigger."
palossand,770,1,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger."
palossand,770,2,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.
palossand,770,3,Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive.
palossand,770,4,"Once it has whipped up a sandstorm to halt its opponents in their tracks, this terrifying Pokémon snatches away their vitality."
palossand,770,5,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls."
palossand,770,6,"This Pokémon lives on beaches, but it hates water. Palossand can’t maintain its castle-like shape if it gets drenched by a heavy rain."
pyukumuku,771,1,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up."
pyukumuku,771,2,"It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies."
pyukumuku,771,3,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!
pyukumuku,771,4,The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore.
pyukumuku,771,5,"Its entire body is covered in its own slime. If you accidentally step on one, you’ll slip, and it will get mad and smack you!"
pyukumuku,771,6,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them."
type-null,772,1,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.
type-null,772,2,"Due to the danger that this synthetic Pokémon may go on a rampage, it wears a control mask to restrain its power."
type-null,772,3,"A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen."
type-null,772,4,"There’s danger of its going on a rampage, so its true power is sealed away beneath its control mask."
type-null,772,5,Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.
type-null,772,6,It was modeled after a mighty Pokémon of myth. The mask placed upon it limits its power in order to keep it under control.
silvally,773,1,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle."
silvally,773,2,"Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known."
silvally,773,3,"This is its form once it has awakened and evolved. Freed from its heavy mask, its speed is greatly increased."
silvally,773,4,"Through the bond it formed with its Trainer, its will was strengthened, and it was able to destroy its control mask."
silvally,773,5,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.
silvally,773,6,The final factor needed to release this Pokémon’s true power was a strong bond with a Trainer it trusts.
minior,774,1,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
minior,774,2,Strong impacts can knock it out of its shell. This Pokémon was born from mutated nanoparticles.
minior,774,3,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground."
minior,774,4,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."
komala,775,1,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
komala,775,2,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.
komala,775,3,"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether."
komala,775,4,It remains asleep from birth to death as a result of the sedative properties of the leaves that form its diet.
turtonator,776,1,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.
turtonator,776,2,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.
turtonator,776,3,It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.
turtonator,776,4,"Its exploding shell poses a real danger but is sensitive to moisture. On rainy days, Turtonator takes silent refuge in caves."
turtonator,776,5,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.
turtonator,776,6,Eating sulfur in its volcanic habitat is what causes explosive compounds to develop in its shell. Its droppings are also dangerously explosive.
togedemaru,777,1,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers."
togedemaru,777,2,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.
togedemaru,777,3,"When it’s surprised or agitated, the 14 fur spikes on its back will stand up involuntarily."
togedemaru,777,4,"Its capacity to produce electricity is somewhat limited, so it gets charged up by letting lightning strike it!"
togedemaru,777,5,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac."
togedemaru,777,6,"When it’s in trouble, it curls up into a ball, makes its fur spikes stand on end, and then discharges electricity indiscriminately."
mimikyu,778,1,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.
mimikyu,778,2,"A lonely Pokémon, it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokémon."
mimikyu,778,3,"Although it’s a quiet, lonely Pokémon, if you try to look at what’s under its rag, it will become agitated and resist violently."
mimikyu,778,4,"A gust of wind revealed what hides under this Pokémon’s rag to a passing Trainer, who went home and died painfully that very night."
mimikyu,778,5,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier."
mimikyu,778,6,There was a scientist who peeked under Mimikyu’s old rag in the name of research. The scientist died of a mysterious disease.
bruxish,779,1,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area."
bruxish,779,2,It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth. Even Shellder’s shell is no match for it.
bruxish,779,3,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area."
bruxish,779,4,"Its skin is thick enough to fend off Mareanie’s spikes. With its robust teeth, Bruxish crunches up the spikes and eats them."
drampa,780,1,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath."
drampa,780,2,This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.
